1,1425,1387.199951,1389.48999,1420.73999
2,1457.170044,1428.98999,1449,1446.469971
3,1462.199951,1435.130005,1452.939941,1452.540039
4,1452.969971,1426.23999,1449.849976,1434.119995
5,1444.5,1419,1440,1424.640015
6,1450.949951,1419.189941,1425.01001,1450.660034
7,1475.199951,1445,1452,1463.97998
8,1475.790039,1430,1463.280029,1432.699951
9,1442.319946,1419.540039,1431.219971,1441.099976
10,1437.02002,1355,1432.630005,1362.540039
11,1398,1351.650024,1360.339966,1397.170044
12,1424,1386.930054,1396.880005,1418.050049
13,1448.47998,1414.180054,1419.170044,1442
14,1488.52002,1451.069946,1451.839966,1469.930054
15,1510,1476.97998,1488.150024,1499.650024
16,1521.319946,1489.699951,1496.130005,1489.920044
17,1511.170044,1492.300049,1500.800049,1503.599976
18,1529.140015,1495.589966,1509.930054,1518.660034
19,1541.339966,1500.719971,1513.25,1539.01001
20,1576.359985,1506.560059,1549.939941,1512.22998
21,1522.800049,1485.930054,1492.790039,1520.859985
22,1536.329956,1497.829956,1523.22998,1516.880005
23,1515.910034,1488.27002,1501.5,1514.920044
24,1523.430054,1498.099976,1516.910034,1516.849976
25,1569.01001,1502.699951,1515,1563.839966
26,1587.050049,1552.619995,1585.030029,1555.920044
27,1566.97998,1543.22998,1555.709961,1564.849976
28,1570.349976,1508.589966,1565.930054,1516.75
29,1515.430054,1487.589966,1499.189941,1508.209961
30,1537.560059,1512.329956,1513.26001,1529.430054
31,1526.01001,1500.52002,1525,1503.650024
32,1533.329956,1503.01001,1505,1523.51001
33,1540.890015,1495.170044,1497.969971,1538.369995
34,1505.02002,1454,1497.050049,1487.949951
35,1497.72998,1471.719971,1491,1482.76001
36,1493.109985,1464.030029,1486.709961,1473.300049
37,1490,1471.219971,1476.819946,1479.089966
38,1506.27002,1471.900024,1476.150024,1504.949951
39,1520.089966,1486.27002,1509.040039,1498.369995
40,1507.150024,1477.48999,1490.800049,1496.819946
41,1510.439941,1478.189941,1494,1480.540039
42,1511.670044,1485,1487.119995,1507.23999
43,1536.969971,1508.209961,1508.209961,1516.650024
44,1519.790039,1499,1513.609985,1504.630005
45,1523.780029,1505,1515.969971,1516.23999
46,1557.369995,1521.670044,1526.119995,1555.780029
47,1568.859985,1540,1552.48999,1544.609985
48,1580.170044,1534.459961,1539.969971,1576.25
49,1591.880005,1562.310059,1571.800049,1575.569946
